KIC,lamost_id,RA (deg),DEC (deg),dtheta (arcsec),lamost filename 
 3439353,369705063,290.220060,38.507858,0.0115,spec-57308-KP192409N391242V01_sp05-063.fits.gz 
 3439353,580605061,290.220060,38.507858,0.0115,spec-57918-KP192409N391242V04_sp05-061.fits.gz 
 3443483,369705120,291.396550,38.533859,0.0246,spec-57308-KP192409N391242V01_sp05-120.fits.gz 
 3443483,580505120,291.396550,38.533859,0.0246,spec-57918-KP192409N391242V03_sp05-120.fits.gz 
 3444374,580508153,291.634280,38.515671,0.0061,spec-57918-KP192409N391242V03_sp08-153.fits.gz 
 3445822,373102092,291.985840,38.504379,0.0075,spec-57314-KP193708N401249V01_sp02-092.fits.gz 
 3445822,579802081,291.985840,38.504379,0.0075,spec-57917-KP193708N401249V02_sp02-081.fits.gz 
 3446775, 52902050,292.222292,38.586611,0.0000,spec-56096-kepler08B56096_2_sp02-050.fits.gz 
 3448282,373102130,292.629460,38.574921,0.0288,spec-57314-KP193708N401249V01_sp02-130.fits.gz 
 3448282,579802130,292.629460,38.574921,0.0288,spec-57917-KP193708N401249V02_sp02-130.fits.gz 
 3449907, 52802228,293.020125,38.579917,0.0244,spec-56096-kepler08B56096_1_sp02-228.fits.gz 
 3453419,579801055,293.865420,38.590389,0.0031,spec-57917-KP193708N401249V02_sp01-055.fits.gz 
 3455760, 52801141,294.440417,38.593250,0.1138,spec-56096-kepler08B56096_1_sp01-141.fits.gz 
 3455843, 52901147,294.459875,38.556556,4.7617,spec-56096-kepler08B56096_2_sp01-147.fits.gz 
 3457190, 52901144,294.775000,38.545833,0.0316,spec-56096-kepler08B56096_2_sp01-144.fits.gz 
 3457618, 52807026,294.869208,38.530167,0.0817,spec-56096-kepler08B56096_1_sp07-026.fits.gz 
 3458643,579907040,295.082319,38.518247,4.3643,spec-57917-KP193708N401249V03_sp07-040.fits.gz 
 3459199, 52807039,295.202917,38.519556,0.1318,spec-56096-kepler08B56096_1_sp07-039.fits.gz 
 3526625,576505099,285.431880,38.667480,0.0000,spec-57908-KP190339N395439V03_sp05-099.fits.gz 
 3529276,576508190,286.505250,38.664478,0.0362,spec-57908-KP190339N395439V03_sp08-190.fits.gz 
 3529480,576508216,286.580599,38.643405,4.7164,spec-57908-KP190339N395439V03_sp08-216.fits.gz 
 3529597,243008195,286.632292,38.678250,0.0226,spec-56811-KP190339N395439V01_sp08-195.fits.gz 
 3530520,576508122,286.983890,38.657509,0.0097,spec-57908-KP190339N395439V03_sp08-122.fits.gz 
 3532985,576506214,287.915160,38.640781,0.0053,spec-57908-KP190339N395439V03_sp06-214.fits.gz 
 3539261,369703049,289.915010,38.676281,0.0043,spec-57308-KP192409N391242V01_sp03-049.fits.gz 
 3539408, 52503049,289.956083,38.680722,0.0775,spec-56094-kepler05B56094_2_sp03-049.fits.gz 
 3545033,369808164,291.549100,38.602379,0.0061,spec-57308-KP192409N391242V02_sp08-164.fits.gz 
 3545033,580508164,291.549100,38.602379,0.0061,spec-57918-KP192409N391242V03_sp08-164.fits.gz 
 3545147,369708154,291.576537,38.642277,1.9124,spec-57308-KP192409N391242V01_sp08-154.fits.gz 
 3546046,580708156,291.805142,38.648092,0.4483,spec-57918-KP192409N391242V05_sp08-156.fits.gz 
 3547236,369708007,292.118100,38.689690,0.0353,spec-57308-KP192409N391242V01_sp08-007.fits.gz 
 3547236,579902094,292.118100,38.689690,0.0353,spec-57917-KP193708N401249V03_sp02-094.fits.gz 
 3548732, 52508057,292.508667,38.692806,0.0404,spec-56094-kepler05B56094_2_sp08-057.fits.gz 
 3553319,373102068,293.635070,38.680000,0.0213,spec-57314-KP193708N401249V01_sp02-068.fits.gz 
 3553319,579802068,293.635070,38.680000,0.0213,spec-57917-KP193708N401249V02_sp02-068.fits.gz 
 3556801,373101140,294.486300,38.622822,0.0364,spec-57314-KP193708N401249V01_sp01-140.fits.gz 
 3557606, 52801130,294.680917,38.681056,0.0726,spec-56096-kepler08B56096_1_sp01-130.fits.gz 
 3558705, 52907036,294.920225,38.643528,3.4438,spec-56096-kepler08B56096_2_sp07-036.fits.gz 
 3558848, 52807036,294.949625,38.663667,0.0513,spec-56096-kepler08B56096_1_sp07-036.fits.gz 
 3559502,373107042,295.087460,38.615719,0.0304,spec-57314-KP193708N401249V01_sp07-042.fits.gz 
 3559502,579807042,295.087460,38.615719,0.0304,spec-57917-KP193708N401249V02_sp07-042.fits.gz 
 3560181,579807029,295.240080,38.677361,0.0328,spec-57917-KP193708N401249V02_sp07-029.fits.gz 
 3631092,576508108,286.829470,38.728539,0.0257,spec-57908-KP190339N395439V03_sp08-108.fits.gz 
 3631402,243108125,286.956875,38.791917,0.0513,spec-56811-KP190339N395439V02_sp08-125.fits.gz 
 3633152,576506010,287.651013,38.764812,3.7815,spec-57908-KP190339N395439V03_sp06-010.fits.gz 
 3634488, 52410103,288.118917,38.791833,0.0716,spec-56094-kepler05B56094_sp10-103.fits.gz 
 3634542,576506217,288.137910,38.785671,0.0307,spec-57908-KP190339N395439V03_sp06-217.fits.gz 
 3634720, 52410109,288.197375,38.790694,0.0217,spec-56094-kepler05B56094_sp10-109.fits.gz 
 3642038,369803011,290.422030,38.742310,0.0261,spec-57308-KP192409N391242V02_sp03-011.fits.gz 
 3642038,580503011,290.422030,38.742310,0.0261,spec-57918-KP192409N391242V03_sp03-011.fits.gz 
 3642135,369703012,290.452030,38.715790,0.0043,spec-57308-KP192409N391242V01_sp03-012.fits.gz 
 3642135,580703011,290.452030,38.715790,0.0043,spec-57918-KP192409N391242V05_sp03-011.fits.gz 
 3644223, 52504076,291.077000,38.788083,0.0541,spec-56094-kepler05B56094_2_sp04-076.fits.gz 
 3644958, 52404088,291.282708,38.755667,0.1198,spec-56094-kepler05B56094_sp04-088.fits.gz 
 3647918,373102094,292.035950,38.728451,0.0350,spec-57314-KP193708N401249V01_sp02-094.fits.gz 
 3647918,579802094,292.035950,38.728451,0.0350,spec-57917-KP193708N401249V02_sp02-094.fits.gz 
 3649673,373102027,292.487950,38.747871,0.0240,spec-57314-KP193708N401249V01_sp02-027.fits.gz 
 3651360, 52406090,292.912917,38.728056,0.0242,spec-56094-kepler05B56094_sp06-090.fits.gz 
 3651360, 52802235,292.912917,38.728056,0.0242,spec-56096-kepler08B56096_1_sp02-235.fits.gz 
 3654361,369706141,293.687840,38.794910,0.0282,spec-57308-KP192409N391242V01_sp06-141.fits.gz 
 3654420, 52406133,293.703417,38.746028,0.0261,spec-56094-kepler05B56094_sp06-133.fits.gz 
 3654437,369806141,293.706910,38.776970,0.0069,spec-57308-KP192409N391242V02_sp06-141.fits.gz 
 3654437,580606198,293.706910,38.776970,0.0069,spec-57918-KP192409N391242V04_sp06-198.fits.gz 
 3656231, 52406129,294.140083,38.788528,0.0460,spec-56094-kepler05B56094_sp06-129.fits.gz 
 3656240,580506159,294.141638,38.700811,0.4433,spec-57918-KP192409N391242V03_sp06-159.fits.gz 
 3660007,373108213,295.016510,38.779579,0.0285,spec-57314-KP193708N401249V01_sp08-213.fits.gz 
 3660374,579808221,295.095340,38.758862,0.0304,spec-57917-KP193708N401249V02_sp08-221.fits.gz 
 3660498,373108221,295.123470,38.719452,0.0337,spec-57314-KP193708N401249V01_sp08-221.fits.gz 
 3660498,579908221,295.123470,38.719452,0.0337,spec-57917-KP193708N401249V03_sp08-221.fits.gz 
 3661494,373107112,295.340359,38.719979,1.6648,spec-57314-KP193708N401249V01_sp07-112.fits.gz 
 3663200,373107117,295.675110,38.795280,0.0304,spec-57314-KP193708N401249V01_sp07-117.fits.gz 
 3663200,579807117,295.675110,38.795280,0.0304,spec-57917-KP193708N401249V02_sp07-117.fits.gz 
 3729799,243005040,285.689208,38.888833,0.0213,spec-56811-KP190339N395439V01_sp05-040.fits.gz 
 3730689,243105130,286.079583,38.806250,0.0415,spec-56811-KP190339N395439V02_sp05-130.fits.gz 
 3733028,243008120,287.002292,38.867389,0.0226,spec-56811-KP190339N395439V01_sp08-120.fits.gz 
 3735269,243006020,287.852729,38.807614,0.5349,spec-56811-KP190339N395439V01_sp06-020.fits.gz 
 3736195,576506224,288.187290,38.897942,0.0301,spec-57908-KP190339N395439V03_sp06-224.fits.gz 
 3736289, 52510102,288.214333,38.840611,0.0123,spec-56094-kepler05B56094_2_sp10-102.fits.gz 
 3736477, 52410144,288.285875,38.897417,0.0602,spec-56094-kepler05B56094_sp10-144.fits.gz 
 3742673,580603017,290.213258,38.812020,4.7060,spec-57918-KP192409N391242V04_sp03-017.fits.gz 
 3744043,369804198,290.615389,38.848042,3.0299,spec-57308-KP192409N391242V02_sp04-198.fits.gz 
 3744681, 52504191,290.809833,38.882389,0.0339,spec-56094-kepler05B56094_2_sp04-191.fits.gz 
 3745153,369704149,290.944980,38.886108,0.0280,spec-57308-KP192409N391242V01_sp04-149.fits.gz 
 3745153,580504149,290.944980,38.886108,0.0280,spec-57918-KP192409N391242V03_sp04-149.fits.gz 
 3747777, 52404114,291.666708,38.890167,0.1628,spec-56094-kepler05B56094_sp04-114.fits.gz 
 3747777, 52802164,291.666708,38.890167,0.1628,spec-56096-kepler08B56096_1_sp02-164.fits.gz 
 3747860,369808239,291.690310,38.852509,0.0097,spec-57308-KP192409N391242V02_sp08-239.fits.gz 
 3748585, 52902165,291.869816,38.801771,3.2860,spec-56096-kepler08B56096_2_sp02-165.fits.gz 
 3748691, 52408228,291.894417,38.847028,0.0462,spec-56094-kepler05B56094_sp08-228.fits.gz 
 3748691, 52902151,291.894417,38.847028,0.0462,spec-56096-kepler08B56096_2_sp02-151.fits.gz 
 3749487,369708244,292.098635,38.871841,1.2773,spec-57308-KP192409N391242V01_sp08-244.fits.gz 
 3750783, 52408062,292.465000,38.821861,0.0460,spec-56094-kepler05B56094_sp08-062.fits.gz 
 3750783, 52902039,292.465000,38.821861,0.0460,spec-56096-kepler08B56096_2_sp02-039.fits.gz 
 3750891,373102039,292.495240,38.800831,0.0304,spec-57314-KP193708N401249V01_sp02-039.fits.gz 
 3754895,579805205,293.514122,38.865523,4.0778,spec-57917-KP193708N401249V02_sp05-205.fits.gz 
 3754895,580506094,293.514122,38.865523,4.0778,spec-57918-KP192409N391242V03_sp06-094.fits.gz 
 3758458, 52805016,294.355292,38.861833,0.1063,spec-56096-kepler08B56096_1_sp05-016.fits.gz 
 3758731, 52905011,294.430042,38.817278,0.0381,spec-56096-kepler08B56096_2_sp05-011.fits.gz 
 3759654, 52905025,294.654042,38.891833,0.0213,spec-56096-kepler08B56096_2_sp05-025.fits.gz 
 3759814, 52805006,294.692708,38.859028,0.1217,spec-56096-kepler08B56096_1_sp05-006.fits.gz 
 3760337,579808202,294.828062,38.839329,4.2647,spec-57917-KP193708N401249V02_sp08-202.fits.gz 
 3763790,579807102,295.569426,38.855171,4.5941,spec-57917-KP193708N401249V02_sp07-102.fits.gz 
 3765594,579807182,295.904300,38.877708,0.0106,spec-57917-KP193708N401249V02_sp07-182.fits.gz 
 3831992,576505230,285.087055,38.915329,3.9342,spec-57908-KP190339N395439V03_sp05-230.fits.gz 
 3834190,576505103,285.991180,38.951141,0.0075,spec-57908-KP190339N395439V03_sp05-103.fits.gz 
 3835996,243008102,286.770417,38.932417,0.1645,spec-56811-KP190339N395439V01_sp08-102.fits.gz 
 3837107,576508128,287.208853,38.945504,4.3953,spec-57908-KP190339N395439V03_sp08-128.fits.gz 
 3839443,580510147,288.114900,38.940990,0.0350,spec-57918-KP192409N391242V03_sp10-147.fits.gz 
 3842255,369710231,289.060120,38.986519,0.0327,spec-57308-KP192409N391242V01_sp10-231.fits.gz 
 3842255,580510238,289.060120,38.986519,0.0327,spec-57918-KP192409N391242V03_sp10-238.fits.gz 
 3842778,369803081,289.225190,38.972038,0.0075,spec-57308-KP192409N391242V02_sp03-081.fits.gz 
 3847071,369804178,290.509310,38.906979,0.0069,spec-57308-KP192409N391242V02_sp04-178.fits.gz 
 3847071,580704178,290.509310,38.906979,0.0069,spec-57918-KP192409N391242V05_sp04-178.fits.gz 
 3847697, 52504176,290.698500,38.989750,0.1455,spec-56094-kepler05B56094_2_sp04-176.fits.gz 
 3849996, 52404107,291.370500,38.967306,0.0844,spec-56094-kepler05B56094_sp04-107.fits.gz 
 3854605, 52408086,292.592646,38.931322,3.1722,spec-56094-kepler05B56094_sp08-086.fits.gz 
 3938291,243005123,286.248338,39.007417,1.7508,spec-56811-KP190339N395439V01_sp05-123.fits.gz 
 3939679,243108012,286.777250,39.060778,0.0456,spec-56811-KP190339N395439V02_sp08-012.fits.gz 
 3940854,243108149,287.268708,39.059556,0.0494,spec-56811-KP190339N395439V02_sp08-149.fits.gz 
 3941538,576506239,287.529210,39.032360,0.0306,spec-57908-KP190339N395439V03_sp06-239.fits.gz 
 3941607,243006233,287.556375,39.074333,0.0512,spec-56811-KP190339N395439V01_sp06-233.fits.gz 
 3942701,580610150,287.986080,39.024281,0.0000,spec-57918-KP192409N391242V04_sp10-150.fits.gz 
 3946270,369803098,289.156206,39.038202,2.1846,spec-57308-KP192409N391242V02_sp03-098.fits.gz 
 3946389,369703098,289.192200,39.088089,0.0000,spec-57308-KP192409N391242V01_sp03-098.fits.gz 
 3946389,580503082,289.192200,39.088089,0.0000,spec-57918-KP192409N391242V03_sp03-082.fits.gz 
 3946593,369703091,289.248020,39.045471,0.0261,spec-57308-KP192409N391242V01_sp03-091.fits.gz 
 3954857,373110195,291.670290,39.091881,0.0304,spec-57314-KP193708N401249V01_sp10-195.fits.gz 
 3955590, 52408030,291.861583,39.012667,0.0352,spec-56094-kepler05B56094_sp08-030.fits.gz 
 3955590, 52802166,291.861583,39.012667,0.0352,spec-56096-kepler08B56096_1_sp02-166.fits.gz 
 3956786,373102182,292.156160,39.044521,0.0307,spec-57314-KP193708N401249V01_sp02-182.fits.gz 
 3956786,579802182,292.156160,39.044521,0.0307,spec-57917-KP193708N401249V02_sp02-182.fits.gz 
 3957521, 52408031,292.353958,39.069778,0.0391,spec-56094-kepler05B56094_sp08-031.fits.gz 
 3957521, 52802186,292.353958,39.069778,0.0391,spec-56096-kepler08B56096_1_sp02-186.fits.gz 
 3958400, 52408088,292.576875,39.082278,0.0147,spec-56094-kepler05B56094_sp08-088.fits.gz 
 3958463,369708088,292.594570,39.077808,0.0346,spec-57308-KP192409N391242V01_sp08-088.fits.gz 
 3958463,580608094,292.594570,39.077808,0.0346,spec-57918-KP192409N391242V04_sp08-094.fits.gz 
 3965022, 52905136,294.268500,39.092917,0.0360,spec-56096-kepler08B56096_2_sp05-136.fits.gz 
 3965149, 52805140,294.299292,39.089833,0.1043,spec-56096-kepler08B56096_1_sp05-140.fits.gz 
 3854943,580508073,292.678040,38.916647,3.8622,spec-57918-KP192409N391242V03_sp08-073.fits.gz 
 3855126,369708100,292.732850,38.923969,0.0232,spec-57308-KP192409N391242V01_sp08-100.fits.gz 
 3855126,580608075,292.732850,38.923969,0.0232,spec-57918-KP192409N391242V04_sp08-075.fits.gz 
 3858634,369806138,293.631410,38.928101,0.0304,spec-57308-KP192409N391242V02_sp06-138.fits.gz 
 3858634,580706127,293.631410,38.928101,0.0304,spec-57918-KP192409N391242V05_sp06-127.fits.gz 
 3858714,369806062,293.650180,38.957569,0.0259,spec-57308-KP192409N391242V02_sp06-062.fits.gz 
 3858850,373105096,293.683290,38.982368,0.0061,spec-57314-KP193708N401249V01_sp05-096.fits.gz 
 3858850,579805096,293.683290,38.982368,0.0061,spec-57917-KP193708N401249V02_sp05-096.fits.gz 
 3860176, 52506057,294.003792,38.946556,0.1196,spec-56094-kepler05B56094_2_sp06-057.fits.gz 
 3860176, 52805085,294.003792,38.946556,0.1196,spec-56096-kepler08B56096_1_sp05-085.fits.gz 
 3860179,579805083,294.004460,38.995312,0.0304,spec-57917-KP193708N401249V02_sp05-083.fits.gz 
 3860253, 52406064,294.025708,38.900778,0.0602,spec-56094-kepler05B56094_sp06-064.fits.gz 
 3860253, 52805080,294.025708,38.900778,0.0602,spec-56096-kepler08B56096_1_sp05-080.fits.gz 
 3861797,579905021,294.402800,38.953289,0.0232,spec-57917-KP193708N401249V03_sp05-021.fits.gz 
 3863402, 52808177,294.793375,38.996139,0.0462,spec-56096-kepler08B56096_1_sp08-177.fits.gz 
 3869326, 52807199,296.033000,38.936694,0.0612,spec-56096-kepler08B56096_1_sp07-199.fits.gz 
 3934458,243005181,284.645528,39.003222,1.8975,spec-56811-KP190339N395439V01_sp05-181.fits.gz 
 3936507,576505160,285.472600,39.002190,0.0234,spec-57908-KP190339N395439V03_sp05-160.fits.gz 
 3965887, 52905149,294.477417,39.081972,0.0141,spec-56096-kepler08B56096_2_sp05-149.fits.gz 
 3967300,373108177,294.831177,39.005665,1.8304,spec-57314-KP193708N401249V01_sp08-177.fits.gz 
 3967501,579808193,294.884820,39.083007,4.5827,spec-57917-KP193708N401249V02_sp08-193.fits.gz 
 3968382, 52808178,295.092917,39.040861,0.1915,spec-56096-kepler08B56096_1_sp08-178.fits.gz 
 3968710,579808104,295.163426,39.084125,4.2654,spec-57917-KP193708N401249V02_sp08-104.fits.gz 
 3968764,373108111,295.178250,39.025162,0.0350,spec-57314-KP193708N401249V01_sp08-111.fits.gz 
 4036007,243005180,284.752500,39.146722,0.0820,spec-56811-KP190339N395439V01_sp05-180.fits.gz 
 4041406,576508172,286.629505,39.162584,4.2360,spec-57908-KP190339N395439V03_sp08-172.fits.gz 
 4042951,576508141,287.226990,39.134380,0.0304,spec-57908-KP190339N395439V03_sp08-141.fits.gz 
 4048951, 52503094,289.265125,39.180861,0.0115,spec-56094-kepler05B56094_2_sp03-094.fits.gz 
 4049944,580703087,289.559140,39.147060,0.0304,spec-57918-KP192409N391242V05_sp03-087.fits.gz 
 4056266, 52404109,291.321292,39.105611,0.0712,spec-56094-kepler05B56094_sp04-109.fits.gz 
 4057076,373110190,291.542970,39.151009,0.0087,spec-57314-KP193708N401249V01_sp10-190.fits.gz 
 4058403,373110039,291.908840,39.168892,0.0322,spec-57314-KP193708N401249V01_sp10-039.fits.gz 
 4058403,579810039,291.908840,39.168892,0.0322,spec-57917-KP193708N401249V02_sp10-039.fits.gz 
 4060545, 52802183,292.437417,39.110389,0.0921,spec-56096-kepler08B56096_1_sp02-183.fits.gz 
 4064447, 52413093,293.430917,39.151778,0.0694,spec-56094-kepler05B56094_sp13-093.fits.gz 
 4066278,369706072,293.893070,39.118198,0.0222,spec-57308-KP192409N391242V01_sp06-072.fits.gz 
 4066326,369713058,293.905240,39.150890,0.0306,spec-57308-KP192409N391242V01_sp13-058.fits.gz 
 4066326,579805027,293.905240,39.150890,0.0306,spec-57917-KP193708N401249V02_sp05-027.fits.gz 
 4070714,373108199,294.955230,39.124962,0.0259,spec-57314-KP193708N401249V01_sp08-199.fits.gz 
 4070714,579808198,294.955230,39.124962,0.0259,spec-57917-KP193708N401249V02_sp08-198.fits.gz 
 4070746, 52908187,294.964583,39.152778,0.0809,spec-56096-kepler08B56096_2_sp08-187.fits.gz 
 4071543,373108123,295.142150,39.125820,0.0232,spec-57314-KP193708N401249V01_sp08-123.fits.gz 
 4071543,579808123,295.142150,39.125820,0.0232,spec-57917-KP193708N401249V02_sp08-123.fits.gz 
 4072740,579808120,295.416828,39.173890,4.7597,spec-57917-KP193708N401249V02_sp08-120.fits.gz 
 4079504,579806218,296.728970,39.197979,0.0261,spec-57917-KP193708N401249V02_sp06-218.fits.gz 
 4137210,243005063,285.085375,39.249889,0.0325,spec-56811-KP190339N395439V01_sp05-063.fits.gz 
 4139784,576505101,286.065280,39.222069,0.0253,spec-57908-KP190339N395439V03_sp05-101.fits.gz 
 4139805,243105101,286.076471,39.285863,1.7005,spec-56811-KP190339N395439V02_sp05-101.fits.gz 
 4140726,576508157,286.446470,39.211979,0.0261,spec-57908-KP190339N395439V03_sp08-157.fits.gz 
 4143334,243008131,287.491550,39.216403,2.1535,spec-56811-KP190339N395439V01_sp08-131.fits.gz 
 4147993,243006170,289.014446,39.243733,0.1656,spec-56811-KP190339N395439V01_sp06-170.fits.gz 
 4149966,580603055,289.575969,39.254123,4.4460,spec-57918-KP192409N391242V04_sp03-055.fits.gz 
 4164910,579905226,293.341250,39.201778,0.0092,spec-57917-KP193708N401249V03_sp05-226.fits.gz 
 4168541,369713073,294.162158,39.293463,2.7803,spec-57308-KP192409N391242V01_sp13-073.fits.gz 
 4168909, 52413067,294.247125,39.232861,0.0611,spec-56094-kepler05B56094_sp13-067.fits.gz 
 4169130, 52805111,294.296083,39.280944,0.1172,spec-56096-kepler08B56096_1_sp05-111.fits.gz 
 4169517,373105103,294.382020,39.230049,0.0257,spec-57314-KP193708N401249V01_sp05-103.fits.gz 
 4180903,579806201,296.639734,39.204341,4.8903,spec-57917-KP193708N401249V02_sp06-201.fits.gz 
 4242873,576503008,285.210270,39.357571,0.0061,spec-57908-KP190339N395439V03_sp03-008.fits.gz 
 4243796,576504147,285.573639,39.392616,3.9400,spec-57908-KP190339N395439V03_sp04-147.fits.gz 
 4244856,576504077,285.989010,39.323738,0.0280,spec-57908-KP190339N395439V03_sp04-077.fits.gz 
 4244973,243104077,286.033641,39.327335,1.1663,spec-56811-KP190339N395439V02_sp04-077.fits.gz 
 4249357,243106090,287.750292,39.374000,0.1439,spec-56811-KP190339N395439V02_sp06-090.fits.gz 
 4253026,576506134,288.978120,39.313061,0.0325,spec-57908-KP190339N395439V03_sp06-134.fits.gz 
 4262505, 52404233,291.627292,39.323528,0.0809,spec-56094-kepler05B56094_sp04-233.fits.gz 
 4262505, 52810187,291.627292,39.323528,0.0809,spec-56096-kepler08B56096_1_sp10-187.fits.gz 
 4269252,579805197,293.278588,39.393969,4.0842,spec-57917-KP193708N401249V02_sp05-197.fits.gz 
 4269252,580613081,293.278588,39.393969,4.0842,spec-57918-KP192409N391242V04_sp13-081.fits.gz 
 4269391,369713085,293.317302,39.317501,0.4466,spec-57308-KP192409N391242V01_sp13-085.fits.gz 
 4269391,373105243,293.317302,39.317501,0.4466,spec-57314-KP193708N401249V01_sp05-243.fits.gz 
 4270423,579905246,293.572270,39.345669,0.0043,spec-57917-KP193708N401249V03_sp05-246.fits.gz 
 4271033,373105053,293.713840,39.382439,0.0043,spec-57314-KP193708N401249V01_sp05-053.fits.gz 
 4271033,579805053,293.713840,39.382439,0.0043,spec-57917-KP193708N401249V02_sp05-053.fits.gz 
 4271039,579905053,293.714780,39.360538,0.0328,spec-57917-KP193708N401249V03_sp05-053.fits.gz 
 4271855,373105160,293.910640,39.355900,0.0043,spec-57314-KP193708N401249V01_sp05-160.fits.gz 
 4271855,579805160,293.910640,39.355900,0.0043,spec-57917-KP193708N401249V02_sp05-160.fits.gz 
 4273491,373105105,294.280550,39.373791,0.0075,spec-57314-KP193708N401249V01_sp05-105.fits.gz 
 4274759, 52805112,294.557083,39.329417,0.0594,spec-56096-kepler08B56096_1_sp05-112.fits.gz 
 4275434, 52808158,294.708042,39.382861,0.0456,spec-56096-kepler08B56096_1_sp08-158.fits.gz 
 4275625,579808162,294.748230,39.305408,0.0280,spec-57917-KP193708N401249V02_sp08-162.fits.gz 
 4276070, 52908175,294.843583,39.340722,0.0137,spec-56096-kepler08B56096_2_sp08-175.fits.gz 
 4279700,373108128,295.622130,39.338779,0.0331,spec-57314-KP193708N401249V01_sp08-128.fits.gz 
 4280299, 52908132,295.746458,39.301472,0.0452,spec-56096-kepler08B56096_2_sp08-132.fits.gz 
 4280842,373106229,295.843170,39.316250,0.0325,spec-57314-KP193708N401249V01_sp06-229.fits.gz 
 4280842,579806229,295.843170,39.316250,0.0325,spec-57917-KP193708N401249V02_sp06-229.fits.gz 
 4281362,373106240,295.940830,39.302399,0.0053,spec-57314-KP193708N401249V01_sp06-240.fits.gz 
 4281362,579906240,295.940830,39.302399,0.0053,spec-57917-KP193708N401249V03_sp06-240.fits.gz 
 4281420,367702102,295.951810,39.370789,0.0301,spec-57304-KP194918N413456V04_sp02-102.fits.gz 
 4281420,579806239,295.951810,39.370789,0.0301,spec-57917-KP193708N401249V02_sp06-239.fits.gz 
 4281702,373106022,296.014860,39.308659,0.0087,spec-57314-KP193708N401249V01_sp06-022.fits.gz 
