   KIC, 2MASS,        Kep_mag,  flag_act_osc, evol_status, Prot, logg_ast, err, NUV_xs, err, S_Ca_HK, err, S_Mg, err, S_Fe, err, S_Halpha, err, S_CaIR, err 
  2858440,19304793+3800478 ,10.75, 0,2,-999.00, 2.58, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2858740,19310450+3801429 ,12.29, 0,2,-999.00, 2.39, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2860010,19320975+3800165 ,11.54, 0,2,-999.00, 2.82, 0.01, -999, -999,0.171,0.004,0.672,0.005,0.881,0.006,0.733,0.005,0.554,0.007 
  2860936,19325804+3802361 ,10.07, 2,0,112.50, 2.92, 0.01, -999, -999,0.220,0.001,0.714,0.003,0.874,0.005,0.744,0.004,0.596,0.005 
  2861630,19333419+3803329 ,12.02, 0,0,-999.00, 2.36, 0.01, -999, -999,0.136,0.004,0.629,0.008,0.861,0.005,0.759,0.005,0.546,0.013 
  2969462,19024148+3808125 , 8.15, 0,0,-999.00, 2.42, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2970584,19040919+3810112 ,10.03, 0,0,-999.00, 2.69, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2972545,19064769+3809487 ,12.29, 0,1,-999.00, 3.04, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2972876,19071422+3806375 ,12.47, 0,1,-999.00, 2.90, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2973238,19074383+3810198 ,12.44, 0,0,-999.00, 2.63, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2975717,19105228+3808309 ,10.52, 0,2,-999.00, 2.33, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2984102,19202430+3809412 ,11.27, 0,0,-999.00, 2.74, 0.01, -999, -999,0.148,0.001,0.710,0.004,0.876,0.005,0.732,0.005,0.545,0.005 
  2987113,19232525+3809143 ,10.61, 0,2,-999.00, 2.42, 0.01, -999, -999, -999, -999,0.589,0.003,0.832,0.004,0.769,0.004,0.539,0.004 
  2988295,19243289+3807545 ,12.03, 0,1,-999.00, 3.25, 0.01, -999, -999,0.166,0.002,0.603,0.011,0.893,0.013,0.739,0.012,0.611,0.018 
  2988638,19244988+3807300 ,12.16, 0,2,-999.00, 2.88, 0.01, -999, -999,0.131,0.002,0.653,0.005,0.872,0.006,0.736,0.006,0.562,0.007 
  2988988,19250923+3808230 ,10.85, 0,2,-999.00, 2.49, 0.01, -999, -999,0.098,0.001,0.614,0.004,0.851,0.005,0.758,0.004,0.540,0.005 
  2990932,19265090+3809336 ,12.47, 0,0,-999.00, 3.17, 0.01, -999, -999,0.145,0.002,0.584,0.062,0.865,0.079,0.811,0.076,0.584,0.078 
  2992250,19280093+3809445 ,11.32, 0,2,-999.00, 2.53, 0.01, -999, -999,0.142,0.007,0.731,0.043,0.904,0.047,0.775,0.046,0.598,0.056 
  2992350,19280531+3806147 , 9.52, 0,2,-999.00, 2.56, 0.01, -999, -999,0.159,0.003,0.699,0.004,0.879,0.005,0.778,0.005,0.594,0.006 
  2992573,19281588+3809123 ,11.87, 0,2,-999.00, 2.56, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2995130,19303091+3809429 ,11.35, 0,0,-999.00, 2.58, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2996019,19311597+3809168 ,11.82, 0,2,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  2997437,19323048+3806073 ,11.85, 0,2,-999.00, 2.59, 0.01, -999, -999,0.162,0.001,0.716,0.032,0.887,0.040,0.756,0.041,0.573,0.045 
  3001851,19361538+3806129 ,10.16, 0,2,-999.00, 2.35, 0.01, -999, -999,0.118,0.002,0.638,0.005,0.896,0.006,0.799,0.007,0.618,0.007 
  3096473,19012952+3812423 ,11.85, 0,0,-999.00, 2.47, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3098045,19034948+3812416 ,11.82, 0,2,-999.00, 2.45, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3098179,19035980+3815152 ,12.30, 0,1,-999.00, 3.05, 0.01, -999, -999,0.213,0.001,0.650,0.004,0.874,0.005,0.747,0.005,0.615,0.005 
  3098716,19044513+3817311 ,11.95, 0,2,-999.00, 2.39, 0.01, -999, -999,0.163,0.003,0.710,0.006,0.897,0.007,0.715,0.008,0.586,0.007 
  3099949,19063040+3815359 ,11.92, 0,2,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3100053,19063888+3814040 ,12.14, 0,2,-999.00, 2.39, 0.01, -999, -999,0.119,0.002,0.592,0.006,0.870,0.008,0.764,0.008,0.591,0.009 
  3100193,19064911+3812223 ,11.22, 0,0,-999.00, 2.37, 0.01, -999, -999, -999, -999, -999, -999,0.818,0.120,0.795,0.117,0.516,0.132 
  3100505,19071698+3812351 ,12.09, 0,0,-999.00, 2.44, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3101090,19080373+3816090 ,11.35, 0,2,-999.00, 2.41, 0.01, -999, -999,0.147,0.003,0.622,0.048,0.872,0.004,0.752,0.004,0.561,0.004 
  3101632,19085244+3816370 ,10.92, 0,2,-999.00, 2.38, 0.01, -999, -999, -999, -999,0.568,0.059,0.835,0.082,0.772,0.074,0.545,0.062 
  3102411,19095722+3813515 ,11.45, 0,1,-999.00, 3.05, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3102479,19100327+3817519 ,11.80, 0,2,-999.00, 2.49, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3109520,19183941+3815099 ,11.44, 0,2,-999.00, 2.67, 0.01, -999, -999, -999, -999, -999, -999,0.846,0.089,0.794,0.099,0.548,0.099 
  3110626,19194889+3816529 ,12.20, 0,2,-999.00, 2.57, 0.01, -999, -999,0.166,0.002,0.613,0.040,0.884,0.004,0.760,0.003,0.583,0.004 
  3110733,19195432+3815128 ,12.29, 0,2,-999.00, 2.66, 0.01, -999, -999, -999, -999, -999, -999,0.847,0.008,0.779,0.006,0.530,0.007 
  3112021,19211410+3812367 ,11.18, 0,0,-999.00, 2.60, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3113433,19224315+3816298 ,11.66, 0,1,-999.00, 2.63, 0.01, -999, -999, -999, -999,0.581,0.006,0.839,0.005,0.796,0.005,0.581,0.006 
  3114408,19234415+3813463 ,11.58, 0,0,-999.00, 2.38, 0.01, -999, -999,0.125,0.003,0.604,0.019,0.867,0.023,0.769,0.024,0.564,0.026 
  3115946,19251454+3815181 ,11.93, 0,1,-999.00, 2.88, 0.01, -999, -999,0.138,0.002,0.577,0.004,0.856,0.007,0.783,0.006,0.560,0.005 
  3116848,19260519+3816196 ,11.84, 0,2,-999.00, 2.45, 0.01, -999, -999,0.129,0.003,0.613,0.006,0.868,0.009,0.762,0.008,0.531,0.008 
  3118806,19274878+3813108 ,10.99, 4,0,-999.00, 2.18, 0.01, -999, -999,0.144,0.002,0.572,0.005,0.883,0.006,0.859,0.006,0.543,0.007 
  3119526,19282605+3813491 ,12.03, 0,2,-999.00, 2.49, 0.01, -999, -999,0.160,0.003,0.685,0.005,0.886,0.011,0.745,0.010,0.574,0.009 
  3119555,19282751+3817054 ,12.12, 0,1,-999.00, 2.84, 0.01, -999, -999,0.151,0.002,0.580,0.039,0.869,0.045,0.776,0.044,0.584,0.042 
  3120004,19285121+3813282B,11.61, 0,2,-999.00, 2.43, 0.01, -999, -999,0.136,0.002,0.688,0.031,0.894,0.038,0.748,0.033,0.586,0.033 
  3120486,19291841+3812145 ,11.75, 0,1,-999.00, 3.06, 0.01, -999, -999,0.179,0.003,0.594,0.007,0.871,0.009,0.761,0.008,0.568,0.007 
  3120567,19292243+3817523 ,11.86, 0,2,-999.00, 2.75, 0.01, -999, -999,0.163,0.002,0.662,0.035,0.866,0.048,0.721,0.049,0.540,0.051 
  3120585,19292399+3813101 ,11.58, 0,0,-999.00, 2.93, 0.01, -999, -999,0.108,0.003,0.645,0.007,0.871,0.009,0.754,0.008,0.618,0.010 
  3120676,19293022+3816119 ,11.29, 0,2,-999.00, 2.46, 0.01, -999, -999,0.147,0.002,0.753,0.005,0.916,0.008,0.753,0.008,0.602,0.010 
  3121940,19304110+3814357 ,11.94, 0,0,-999.00, 2.35, 0.01, -999, -999, -999, -999,0.621,0.006,0.879,0.007,0.767,0.007,0.631,0.008 
  3122185,19305546+3815037 ,11.18, 0,2,-999.00, 2.91, 0.01, -999, -999,0.131,0.002,0.661,0.010,0.874,0.011,0.737,0.012,0.559,0.010 
  3123206,19315385+3816358 ,11.37, 0,2,-999.00, 2.42, 0.01, -999, -999,0.126,0.002,0.698,0.006,0.885,0.008,0.730,0.008,0.568,0.006 
  3127825,19360025+3812098 ,10.80, 0,2,-999.00, 2.51, 0.01, -999, -999,0.153,0.001,0.726,0.004,0.877,0.005,0.742,0.004,0.563,0.004 
  3130295,19380574+3817532 ,11.66, 0,0,-999.00, 3.15, 0.01, -999, -999,0.295,0.002,0.617,0.006,0.903,0.007,0.782,0.006,0.632,0.006 
  3130335,19380803+3813394 ,12.07, 0,1,-999.00, 3.16, 0.01, -999, -999,0.271,0.002,0.638,0.005,0.914,0.007,0.762,0.005,0.644,0.007 
  3216467,19020873+3821317 ,11.21, 2,0,163.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3217051,19030505+3820112 ,11.38, 0,2,-999.00, 2.47, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3221239,19092441+3818002 ,11.35, 0,1,-999.00, 3.00, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3222220,19104824+3818427 ,11.18, 0,2,-999.00, 2.38, 0.01, -999, -999,0.135,0.002,0.614,0.023,0.869,0.026,0.776,0.027,0.565,0.022 
  3222670,19112583+3819562 ,10.23, 0,2,-999.00, 2.45, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3222834,19113725+3823205 ,12.12, 0,1,-999.00, 3.14, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3231503,19215076+3820311 ,10.71, 0,2,-999.00, 2.54, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,0.588,0.011 
  3232397,19225537+3819219 ,11.89, 0,0,-999.00, 2.43, 0.01, -999, -999,0.154,0.001,0.700,0.003,0.888,0.003,0.741,0.003,0.580,0.034 
  3232838,19232529+3821466 ,12.03, 0,2,-999.00, 2.47, 0.01, -999, -999,0.172,0.002,0.617,0.005,0.858,0.007,0.773,0.006,0.553,0.006 
  3234396,19250957+3822265 ,10.82, 0,2,-999.00, 2.42, 0.01, -999, -999,0.148,0.002,0.703,0.004,0.894,0.007,0.748,0.005,0.583,0.005 
  3234597,19252219+3820105 ,10.09, 0,2,-999.00, 2.50, 0.01, -999, -999,0.132,0.003,0.625,0.010,0.857,0.013,0.765,0.012,0.543,0.012 
  3234666,19252648+3822227 ,11.32, 0,0,-999.00, 2.61, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3234703,19252877+3821271 ,10.54, 0,2,-999.00, 2.83, 0.01, -999, -999,0.166,0.001,0.686,0.002,0.872,0.004,0.728,0.003,0.557,0.003 
  3235616,19262249+3822579 ,11.42, 0,2,-999.00, 2.94, 0.01, -999, -999,0.158,0.001,0.655,0.003,0.875,0.004,0.725,0.004,0.551,0.020 
  3236379,19270639+3823310 ,11.24, 0,2,-999.00, 2.68, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3238626,19292318+3821329 ,12.29, 0,0,-999.00, 2.29, 0.01, -999, -999, -999, -999, -999, -999,0.826,0.006,0.805,0.006,0.535,0.005 
  3238859,19293605+3822505 ,11.47, 0,2,-999.00, 2.62, 0.01, -999, -999,0.188,0.002,0.661,0.004,0.869,0.022,0.738,0.023,0.549,0.024 
  3239707,19302401+3823598 ,11.25, 0,1,-999.00, 2.56, 0.01, -999, -999,0.128,0.002,0.627,0.005,0.846,0.006,0.793,0.006,0.567,0.007 
  3240111,19304819+3821154 ,12.32, 0,0,-999.00, 2.41, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3240670,19312295+3822115 ,10.72, 0,1,-999.00, 3.12, 0.01, -999, -999,0.168,0.001,0.642,0.002,0.886,0.002,0.758,0.002,0.608,0.002 
  3241374,19320616+3818346 ,10.27, 0,2,-999.00, 2.49, 0.01, -999, -999, -999, -999,0.686,0.005,0.884,0.006,0.785,0.006,0.579,0.008 
  3241822,19323557+3822424 ,11.39, 0,2,-999.00, 2.49, 0.01, -999, -999,0.148,0.002,0.632,0.018,0.857,0.021,0.770,0.020,0.549,0.020 
  3241947,19324316+3818052 ,11.61, 0,2,-999.00, 2.68, 0.01, -999, -999,0.229,0.003,0.578,0.003,0.853,0.004,0.795,0.003,0.543,0.003 
  3247016,19373071+3819003 , 9.57, 0,0,-999.00, 2.40, 0.01, -999, -999,0.149,0.001,0.618,0.006,0.850,0.007,0.767,0.009,0.555,0.007 
  3247531,19375740+3819517 ,11.99, 0,2,-999.00, 2.48, 0.01, -999, -999,0.173,0.001,0.669,0.003,0.847,0.005,0.720,0.004, -999, -999 
  3323943,19022255+3829390 ,11.61, 0,2,-999.00, 2.42, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3324929,19035797+3825320 ,10.27, 0,2,-999.00, 2.58, 0.01, -999, -999,0.148,0.002,0.672,0.004,0.884,0.005,0.781,0.005,0.607,0.004 
  3326392,19061556+3827459 ,12.35, 0,1,-999.00, 3.00, 0.01, -999, -999,0.113,0.001,0.599,0.003,0.882,0.004,0.779,0.004,0.575,0.005 
  3326790,19065295+3829474 ,11.03, 0,2,-999.00, 2.32, 0.01, -999, -999,0.135,0.003,0.644,0.009,0.886,0.012,0.776,0.011,0.559,0.009 
  3335660,19183709+3825479 ,10.54, 0,1,-999.00, 3.05, 0.01, -999, -999,0.186,0.001,0.565,0.002,0.893,0.003,0.773,0.003,0.605,0.003 
  3336731,19194691+3824269 ,10.27, 3,0,150.00, 2.52, 0.01, -999, -999,0.177,0.001,0.713,0.003,0.889,0.003,0.737,0.003,0.585,0.003 
  3337400,19203034+3824436 ,10.68, 0,2,-999.00, 2.59, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3337740,19205193+3825594 ,10.67, 0,1,-999.00, 3.02, 0.01, -999, -999,0.161,0.001,0.657,0.004,0.888,0.007,0.737,0.006,0.588,0.008 
  3339203,19223338+3827192 ,12.26, 0,2,-999.00, 2.51, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3339443,19225048+3824164 ,11.91, 0,2,-999.00, 2.49, 0.01, -999, -999,0.154,0.001,0.634,0.003,0.876,0.004,0.766,0.005,0.579,0.005 
  3339519,19225570+3829124 ,12.50, 0,1,-999.00, 2.68, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3339894,19232223+3826312 ,11.34, 3,0,100.00, 2.39, 0.01, -999, -999,0.255,0.002,0.682,0.004,0.885,0.004,0.754,0.004,0.598,0.005 
  3341327,19245785+3826426 ,10.55, 0,2,-999.00, 2.48, 0.01, -999, -999,0.156,0.001,0.597,0.002,0.849,0.004,0.777,0.003,0.549,0.003 
  3342658,19261764+3824435 ,12.36, 0,2,-999.00, 2.47, 0.01, -999, -999,0.165,0.002,0.675,0.004,0.878,0.006,0.728,0.006,0.557,0.005 
  3343931,19273205+3826255 ,11.11, 0,0,-999.00, 2.80, 0.01, -999, -999,0.133,0.002,0.640,0.032,0.886,0.037,0.796,0.036,0.577,0.041 
  3346501,19300393+3824150 ,11.84, 0,1,-999.00, 2.21, 0.01, -999, -999, -999, -999,0.530,0.006,0.856,0.065,0.835,0.080,0.568,0.067 
  3346779,19302254+3826160 ,11.93, 0,0,-999.00, 2.25, 0.01, -999, -999,0.264,0.002,0.644,0.051,0.896,0.005,0.805,0.005,0.539,0.006 
  3347431,19310355+3829062 ,12.20, 0,1,-999.00, 2.76, 0.01, -999, -999,0.166,0.004,0.677,0.019,0.890,0.024,0.754,0.022,0.611,0.025 
  3348134,19314453+3824456 ,11.95, 0,2,-999.00, 2.44, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3353773,19371838+3825466 ,11.17, 0,0,-999.00, 2.36, 0.01, -999, -999,0.218,0.002,0.687,0.007,0.896,0.009,0.755,0.009,0.626,0.007 
  3355015,19382715+3827580 ,11.90, 0,2,-999.00, 2.34, 0.01, -999, -999,0.158,0.001,0.699,0.004,0.877,0.004,0.758,0.004,0.572,0.004 
  3356438,19394318+3828431 ,11.97, 0,2,-999.00, 2.73, 0.01, -999, -999,0.250,0.002,0.681,0.004,0.873,0.006,0.719,0.005,0.578,0.005 
  3424072,18595946+3835219 ,10.28, 0,0,-999.00, 3.17, 0.01, -999, -999,0.139,0.004,0.653,0.007,0.884,0.010,0.750,0.008,0.602,0.008 
  3424105,19000206+3832494 ,11.53, 0,1,-999.00, 2.61, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3425476,19021896+3835545 ,11.68, 0,2,-999.00, 2.52, 0.01, -999, -999,0.149,0.002,0.652,0.010,0.890,0.015,0.811,0.014,0.641,0.012 
  3425675,19023891+3835251 ,11.30, 0,2,-999.00, 2.42, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3426898,19042962+3835044 ,11.99, 0,1,-999.00, 2.72, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3427629,19053643+3830125 ,12.30, 0,2,-999.00, 2.39, 0.01, -999, -999,0.219,0.003, -999, -999,0.829,0.011,0.780,0.012,0.576,0.013 
  3427850,19055584+3835278 , 9.21, 0,0,-999.00, 2.34, 0.01, -999, -999,0.130,0.005,0.703,0.008,0.888,0.012,0.750,0.012,0.564,0.015 
  3428530,19065821+3832051 ,12.49, 0,1,-999.00, 3.19, 0.01, -999, -999,0.143,0.003,0.558,0.009,0.852,0.012,0.790,0.011,0.601,0.013 
  3429738,19084683+3835523 ,10.05, 0,1,-999.00, 2.66, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3430868,19102701+3833417 , 8.14, 0,2,-999.00, 2.83, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3431022,19104036+3833285 ,11.65, 0,2,-999.00, 2.43, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3432732,19125731+3834515 ,10.74, 2,2,117.00, 2.82, 0.01, -999, -999,0.202,0.002,0.660,0.006,0.870,0.008,0.724,0.007,0.573,0.010 
  3432802,19130311+3834596 ,11.99, 0,1,-999.00, 3.07, 0.01, -999, -999,0.159,0.003,0.592,0.011,0.869,0.015,0.772,0.015,0.606,0.015 
  3437031,19181953+3830139 ,11.94, 3,0,141.00, 2.71, 0.01, -999, -999,0.208,0.004,0.652,0.073,0.861,0.086,0.749,0.087,0.573,0.105 
  3438609,19200564+3834338 ,11.51, 0,2,-999.00, 2.83, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3439353,19205281+3830283 ,12.36, 0,1,-999.00, 2.83, 0.01, -999, -999,0.135,0.002,0.603,0.004,0.882,0.005,0.751,0.004,0.584,0.004 
  3443483,19253516+3832018 ,11.61, 0,1,-999.00, 3.05, 0.01, -999, -999,0.168,0.002,0.612,0.004,0.873,0.006,0.756,0.005,0.583,0.005 
  3444374,19263222+3830564 ,11.77, 0,1,-999.00, 2.66, 0.01, -999, -999,0.147,0.002,0.545,0.004,0.857,0.007,0.753,0.006,0.536,0.007 
  3445822,19275660+3830157 ,12.18, 0,1,-999.00, 2.41, 0.01, -999, -999,0.190,0.002,0.606,0.005,0.876,0.007,0.751,0.007,0.559,0.007 
  3446775,19285335+3835118 ,10.95, 0,1,-999.00, 3.33, 0.01, -999, -999,0.166,0.004,0.590,0.007,0.879,0.011,0.734,0.010,0.588,0.009 
  3448282,19303106+3834297 ,12.44, 2,0, 57.00, 2.37, 0.01, -999, -999, -999, -999,0.553,0.004,0.846,0.005,0.811,0.006,0.528,0.005 
  3449907,19320483+3834476 ,11.98, 0,1,-999.00, 2.63, 0.01, -999, -999,0.159,0.002,0.591,0.009,0.855,0.013,0.758,0.013,0.585,0.011 
  3453419,19352770+3835254 ,11.74, 0,2,-999.00, 2.56, 0.01, -999, -999,0.102,0.002,0.645,0.006,0.846,0.007,0.751,0.006,0.517,0.005 
  3455760,19374569+3835356 ,10.94, 0,1,-999.00, 2.59, 0.01, -999, -999,0.217,0.003,0.546,0.009,0.877,0.013,0.784,0.011,0.592,0.013 
  3455784,19374713+3831498 ,12.05, 0,0,-999.00, 2.94, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3455843,19375076+3833246 ,10.68, 0,0,-999.00, 2.34, 0.01, -999, -999,0.472,0.001,0.631,0.003,0.852,0.003,0.802,0.003,0.577,0.004 
  3456215,19381242+3830280 ,12.27, 0,1,-999.00, 3.33, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3456313,19381772+3831436 ,12.39, 0,0,-999.00, 2.86, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3457190,19390600+3832450 ,10.08, 0,2,-999.00, 2.41, 0.01, -999, -999,0.185,0.002,0.692,0.004,0.893,0.005,0.730,0.004,0.594,0.003 
  3457618,19392860+3831486 ,11.50, 0,0,-999.00, 2.44, 0.01, -999, -999,0.170,0.003,0.573,0.008,0.844,0.013,0.778,0.008,0.572,0.012 
  3458643,19401962+3831015 ,10.23, 2,2, 54.00, 2.76, 0.01, -999, -999,0.203,0.003,0.701,0.005,0.856,0.007,0.697,0.006,0.576,0.005 
  3459199,19404868+3831103 ,10.05,14,0, 11.60,-999.00,-999.00, -999, -999,0.404,0.001,0.711,0.003,0.866,0.004,0.592,0.004,0.696,0.004 
  3526061,19004471+3836399 ,10.00, 0,0,-999.00, 3.02, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3526625,19014365+3840029 ,11.41, 0,0,-999.00, 2.45, 0.01, -999, -999,0.091,0.003,0.622,0.006,0.858,0.007,0.767,0.005,0.566,0.009 
  3527032,19022606+3837425 ,10.67, 0,1,-999.00, 2.54, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3527891,19035108+3840253 ,10.19, 0,0,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3528656,19050492+3839005 ,11.40, 0,0,-999.00, 2.22, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3529276,19060125+3839521 ,11.06, 0,0,-999.00, 2.67, 0.01, -999, -999, -999, -999,0.696,0.003,0.890,0.003,0.737,0.004,0.567,0.003 
  3529480,19061973+3838374 , 9.77, 0,2,-999.00, 2.54, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,0.647,0.038 
  3529597,19063175+3840417 ,11.71, 0,2,-999.00, 2.63, 0.01, -999, -999,0.144,0.001,0.682,0.009,0.871,0.012,0.761,0.010,0.597,0.028 
  3530520,19075613+3839270 ,11.97, 0,0,-999.00, 2.45, 0.01, -999, -999, -999, -999,0.570,0.008,0.837,0.011,0.786,0.011,0.550,0.008 
  3530823,19082428+3836125 ,11.74, 0,2,-999.00, 2.56, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3531478,19092089+3838265 ,11.64, 0,1,-999.00, 3.30, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3532113,19101852+3837462 ,11.94, 0,1,-999.00, 2.57, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3532734,19111567+3838265 ,11.56, 0,1,-999.00, 3.09, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3532985,19113963+3838268 ,11.32, 4,0,-999.00, 2.89, 0.01, -999, -999,0.175,0.002,0.628,0.009,0.869,0.015,0.776,0.017,0.618,0.017 
  3533464,19122505+3839187 ,10.39, 0,1,-999.00, 3.20, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3539261,19193960+3840346 ,12.43, 0,2,-999.00, 2.37, 0.01, -999, -999,0.131,0.002,0.671,0.006,0.874,0.007,0.738,0.007,0.554,0.006 
  3539408,19194946+3840506 , 9.66, 0,1,-999.00, 2.98, 0.01, -999, -999,0.188,0.002,0.664,0.005,0.890,0.007,0.738,0.006,0.583,0.006 
  3544637,19254348+3837073 ,12.49, 0,2,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3545033,19261178+3836085 ,12.41, 0,0,-999.00, 2.80, 0.01, -999, -999,0.155,0.002,0.542,0.003,0.850,0.004,0.752,0.004,0.536,0.005 
  3545147,19261850+3838331 ,10.46, 0,2,-999.00, 2.65, 0.01, -999, -999,0.130,0.003,0.595,0.007,0.858,0.011,0.737,0.008,0.527,0.011 
  3546046,19271321+3838527 ,11.96, 0,1,-999.00, 3.17, 0.01, -999, -999,0.164,0.003,0.562,0.006,0.861,0.007,0.750,0.007,0.565,0.007 
  3547041,19281556+3840132 ,11.96, 0,1,-999.00, 2.92, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3547236,19282834+3841228 ,12.29, 0,1,-999.00, 3.05, 0.01, -999, -999,0.114,0.002,0.559,0.004,0.871,0.007,0.764,0.006,0.569,0.006 
  3547853,19290679+3837402 ,11.81, 0,2,-999.00, 2.55, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3547943,19291197+3839398 ,11.60, 0,0,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3548732,19300208+3841340 , 9.92, 0,0,-999.00, 2.55, 0.01, -999, -999, -999, -999,0.681,0.009,0.920,0.014,0.871,0.013,0.604,0.009 
  3553319,19343241+3840480 ,11.76, 0,0,-999.00, 2.69, 0.01, -999, -999,0.169,0.003,0.704,0.040,0.885,0.056,0.723,0.049,0.570,0.047 
  3554912,19360465+3841487 ,12.25, 0,2,-999.00, 2.65, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  3556801,19375671+3837221 ,12.07, 0,0,-999.00, 2.67, 0.01, -999, -999,0.211,0.002,0.557,0.006,0.856,0.009,0.787,0.008,0.575,0.009 
  3557606,19384342+3840517 ,11.47, 2,2,100.00, 2.94, 0.01, -999, -999,0.216,0.003,0.642,0.005,0.869,0.005,0.742,0.005,0.604,0.006 
  3558705,19394056+3838367 , 8.27, 0,2,-999.00, 2.58, 0.01, -999, -999,0.180,0.001,0.668,0.003,0.881,0.004,0.770,0.004,0.581,0.004 
